name,E_abu_mission_total_kwh,E_abu_ops_total_kwh,E_abu_used_kwh,batt_mass_offloaded_kg,baseline_batt_mass_kg,main_batt_new_kg,MTOW_attached_kg,MTOW_detached_kg,feasible_ops,baseline_total_mission_kwh,aircraft_total_kwh_after,total_system_kwh_after
after_accel_climb,15.000000,6.000000,13.457743,82.046901,770.879588,688.832687,3560.627418,3267.953099,True,126.443524,111.420437,130.878180
